sheet,participant,condition,start_choice,stop_choice,turn_s,start_time_s,outbound_end_s,return_start_s,stop_time_s,outbound_duration_s,return_duration_s,outbound_speed_mps,return_speed_mps,outbound_vertical_mean,outbound_vertical_sd,outbound_vertical_range,outbound_lateral_mean,outbound_lateral_sd,outbound_lateral_range,outbound_ap_mean,outbound_ap_sd,outbound_ap_range,return_vertical_mean,return_vertical_sd,return_vertical_range,return_lateral_mean,return_lateral_sd,return_lateral_range,return_ap_mean,return_ap_sd,return_ap_range
SWEAT_011DTGTRIAL,SWEAT-011,DTG_TRIAL,turn,turn,25.69,9.69,23.69,27.69,41.69,14.0,13.999999999999996,0.2142857142857142,0.2142857142857143,9.139196137142855,0.483431857074825,4.724399,0.07210258,0.3745312993067765,2.451423,3.572076316428572,0.5058294397037594,2.844152,9.24539086152748,0.380078253338597,2.344664,0.0558114489650249,0.4132788756372114,2.6690940000000003,3.269127498215561,0.5469616766985491,3.3104630000000004
SWEAT_012DTGTRIAL,SWEAT-012,DTG_TRIAL,turn,turn,26.39,12.39,24.39,28.39,40.39,12.0,12.0,0.25,0.25,9.252440510407991,0.4308231148337206,4.20437,0.0163043980016652,0.6035222324952162,3.237855,3.212170503746877,0.6445017558032062,2.68909,9.240554631140716,0.6364446587483499,6.235737,0.1153001390507909,0.7917341657261575,7.499112,3.260101970024979,0.796136153696593,6.47499
SWEAT_014DTG TRIAL,SWEAT-014,DTG_TRIAL,turn,turn,10.36,1.3599999999999994,8.36,12.36,19.36,7.0,7.0,0.4285714285714285,0.4285714285714285,9.370784009985734,1.0548908212280452,6.653303,-0.6874255820256775,0.713577256875998,4.063581,2.818278776034237,0.7541378686197083,4.163044999999999,9.35183168473609,1.2005980679917416,6.926597999999999,-0.8040583195435094,0.950963893170568,6.19047,2.852697994293866,0.8762894829820022,4.5415790000000005
SWEAT_015DTG TRIAL,SWEAT-015,DTG_TRIAL,thresh,turn,7.15,0.0,5.15,9.15,15.65,5.15,6.5,0.5825242718446602,0.4615384615384615,9.21365139728682,1.3267410354614897,8.450476000000002,-0.3309543740310077,1.2914792730591165,9.179668,3.419682852713178,1.2165182090880118,8.19293,9.201055228878648,1.1984584013505344,7.965206999999999,-0.3482909324116743,0.8952859603336686,6.070103,3.3535924869431644,0.8490848908634718,4.53594
SWEAT_016DTG TRIAL,SWEAT-016,DTG_TRIAL,turn,turn,8.93,0.4299999999999997,6.93,10.93,17.43,6.5,6.5,0.4615384615384615,0.4615384615384615,9.52770341781874,1.149509795490543,6.999427999999999,-0.3728074239631336,1.024227271911113,5.981897999999999,2.316166967741936,1.0414304777120575,5.111801,9.548490689708142,0.8894377008206549,6.203036000000001,-0.2003322258064516,0.8569021976497765,4.997447,2.20404800921659,0.922939567169015,4.319566
SWEAT_017DTG TRIAL,SWEAT-017,DTG_TRIAL,turn,turn,9.13,0.0,7.130000000000001,11.13,18.96,7.130000000000001,7.83,0.4207573632538569,0.3831417624521073,9.411655026610644,0.8798185293376808,7.295278,-0.2930717619047618,0.66414654917453,4.041572,2.728561655462185,0.8261064144422678,4.905685,9.367334738186464,0.9167951014687316,6.066097000000001,-0.2691792630906768,0.7486953265221539,4.200688,2.783236703703704,0.9295663393286874,4.944391
SWEAT_018DTG TRIAL,SWEAT-018,DTG_TRIAL,turn,turn,12.95,4.949999999999999,10.95,14.95,20.95,6.0,6.0,0.5,0.5,9.508098239600663,1.0033748644188851,8.398869999999999,-0.0904301680532446,0.8007401796652476,5.751618,2.37147837437604,1.0157188609976815,6.107604,9.352312973377703,0.9093921175119772,6.727398999999999,-0.0391496439267886,0.7412885921885943,4.817382,2.961879836938436,0.8026660184429107,3.793555000000001
SWEAT_019DTG TRIAL,SWEAT-019,DTG_TRIAL,thresh,turn,22.9,4.14,20.9,24.9,39.4,16.759999999999998,14.5,0.1789976133651551,0.2068965517241379,9.48926888789505,0.3747511621485077,3.217123000000001,-0.3900626231365533,0.3959455264861396,2.615672,2.406133717948717,0.5353056036183071,2.753026,9.48010150034459,0.5830601964758428,5.650716999999999,-0.5526078249483115,0.6251422587473361,5.030737,2.3339773301171607,0.8189449704800323,5.057349
SWEAT_020DTG TRIAL,SWEAT-020,DTG_TRIAL,turn,turn,12.83,4.33,10.83,14.83,21.33,6.5,6.499999999999998,0.4615384615384615,0.4615384615384617,9.227777619047618,1.142790698613365,8.852856,-0.2570324592933947,1.0248788316250828,6.881959,3.301374952380952,0.990550572013798,4.994424,9.26026599231951,0.9720653574383354,6.544251000000001,-0.2300205591397849,1.1356795029820037,8.628776,3.233313864823349,0.9528961968714794,8.422752000000001
SWEAT_021DTG TRIAL,SWEAT-021,DTG_TRIAL,thresh,turn,13.96,4.08,11.96,15.96,25.96,7.880000000000001,10.0,0.3807106598984771,0.3,9.588579539923956,0.990129530624172,8.957972,-0.0848571115335868,0.8246480661916159,6.061873,2.1803559226869456,0.7517366008015723,5.504082,9.502819833166832,0.807882406638128,6.638769999999999,0.0842652727272727,0.7013006256104845,6.371092,2.584965797202797,0.7753325935036195,3.845682
SWEAT_022DTG TRIAL,SWEAT-022,DTG_TRIAL,turn,turn,12.09,0.0899999999999998,10.09,14.09,23.95,10.0,9.86,0.3,0.3042596348884381,9.217654132867134,0.6714647577962457,5.033975,-0.4715888641358641,0.6653675734626643,4.318169,3.425846036963037,0.6860455915116918,3.4004,9.134029889452332,0.778900067913092,9.156305,-0.3743668103448276,0.8243221235858138,6.453665,3.664423024340771,0.7309786164240666,5.619195
SWEAT_023DTG TRIAL,SWEAT-023,DTG_TRIAL,thresh,turn,12.57,2.8,10.57,14.57,22.57,7.77,8.0,0.386100386100386,0.375,9.307287379177378,0.6142161348537376,4.801532,-0.7833149177377893,0.5201909543420439,3.294246,3.163049763496144,0.7237899472464463,4.736698,9.30024120599251,0.7390381765269393,5.605474999999999,-0.7218618077403245,0.6207894612429785,5.5695060000000005,3.2112912759051184,0.7161525906743691,5.296146
